drug_city_2022,Prscrbr_State_Abrvtn,POPESTIMATE2022,total_prescriptions_2022,avg_aqi_2022,all_prescriptions_2022,asthma_fraction_2022,rate_per_1000_2022,total_cost_all_2022,total_cost_asthma_2022,asthma_cost_fraction_2022
Cape Coral,FL,826567,38940,41.74834437086093,833830,0.04670016670064642,47.11051856655298,55088748.7,4999712.79,0.09075742157853732
Carlisle,PA,604003,11008,49.96986301369863,270902,0.04063462063772139,18.22507504101801,14634780.88,1809736.29,0.12365995123802632
Carlsbad,CA,3283755,4902,68.58356164383562,160684,0.03050708222349456,1.4928032085219511,11883975.51,420058.16,0.03534660262860134
Carson City,NV,58094,14745,46.612637362637365,346848,0.042511417104898974,253.81278617413156,30852349.63,3064019.47,0.09931235405878551
Casper,WY,79565,12428,43.038356164383565,332976,0.03732401134015665,156.1993338779614,21727258.71,1347751.3699999999,0.062030437801143104
Cedar City,UT,62607,4037,42.63013698630137,127037,0.03177814337555201,64.48160748798058,6802349.13,199659.91999999998,0.02935161312427373
Cedar Falls,IA,167720,6356,46.221917808219175,189450,0.033549749274214835,37.89649415692821,8657896.69,437355.37,0.05051519851295431
Cedar Rapids,IA,275663,39319,47.35068493150685,867722,0.04531289975360772,142.63430347924822,64846225.94,5816129.05,0.08969109559870864
Centralia,WA,85307,2893,34.21369863013699,79890,0.03621229190136437,33.91280903091189,2749290.41,185005.55,0.06729210902096006
Champaign,IL,237981,21390,46.23561643835617,429583,0.04979247316583757,89.88112496375761,45086879.28,4126456.79,0.09152234210697405
Chapel Hill,NC,601788,28035,41.48219178082192,715951,0.03915770772022108,46.58617320385252,98398949.22,3207508.4899999998,0.03259697908794396
Charleston,SC,831230,58484,47.43013698630137,1433281,0.04080428052838208,70.3583845626361,205331239.03,10026768.94,0.04883216498067805
Charleston,WV,204643,38433,41.89518413597734,761793,0.05045071298896157,187.80510449905444,58461122.03,4760793.62,0.0814352077874411
Charlotte,NC,2761265,148567,52.23835616438356,3506550,0.04236842480500777,53.80396303867974,329067983.77,18818022.03,0.05718581860930214
Charlottesville,VA,45223,33223,43.46814404432133,841866,0.039463525074061666,734.6482984322137,98408231.99,4548336.03,0.04621906051987796
Chattanooga,TN,575746,92929,53.72701949860724,1899784,0.04891556092692643,161.40624511503339,154199389.35,14414764.87,0.09348133563150196
Chester,VA,378488,5817,43.191616766467064,158071,0.036799919023729845,15.36904736741984,5959789.08,330711.12,0.0554904067175478
Cheyenne,WY,100860,12251,44.03305785123967,280587,0.04366203708653644,121.46539758080507,14840008.57,1408311.02,0.0948996096166001
Chicago,IL,9310017,333053,61.04931506849315,7478497,0.04453475076609645,35.77361888812878,674231002.1,36592251.41,0.05427257319231479
Chico,CA,207384,19531,52.895890410958906,467208,0.04180365062242085,94.17795008293793,35980319.5,2644700.52,0.07350408658822499
Cincinnati,OH,2263213,182210,57.42465753424658,4540759,0.04012765266775885,80.50943503770966,355108454.22,19824370.53,0.055826242080168065
Claremont,NH,224832,2583,36.93424657534246,54026,0.047810313552733866,11.488578138343296,4276619.56,245991.29,0.057520031078004054
Clarksburg,WV,88788,5485,35.557522123893804,111183,0.04933308149627191,61.77636617560932,4327521.99,419948.54,0.09704134166629617
Clarksville,TN,335804,19047,48.95068493150685,380760,0.05002363693665301,56.72058700908863,16946057.62,2151594.27,0.12696724620248281
Clearlake,CA,68239,6631,33.03030303030303,89297,0.07425781381233412,97.1731707674497,3282305.07,782589.08,0.2384266737278019
Clearwater,FL,964693,59088,51.46849315068493,1336468,0.044212057452928166,61.25057401681157,86669609.11,7587149.69,0.08754106275442507
Cleveland,MS,29443,5756,45.38904109589041,230339,0.024989254967678075,195.4963828414224,9863994.05,290430.4,0.02944348896885233
Cleveland,OH,2164363,165542,56.087671232876716,3888481,0.04257240809457472,76.48532154726357,442125223.28,17764234.07,0.04017919162858941
Clinton,IA,46268,8097,50.239010989010985,192849,0.04198621719583716,175.0021613209994,7800965.7,632646.77,0.08109851963584458
Colorado Springs,CO,767534,60807,50.47945205479452,1411856,0.04306883988168765,79.22385197268133,105678986.2,8312653.62,0.07865947544451368
Columbia,MO,214653,58038,38.563265306122446,1438960,0.040333296269527995,270.3805677069503,99907264.36,6570996.29,0.06577095601699648
Columbia,SC,848473,92881,46.21917808219178,2072958,0.044806021154311856,109.46842150545746,145775421.85,10829034.12,0.0742857333737841
Columbus,GA,324118,40657,48.81095890410959,1215856,0.03343899277546025,125.43888336963698,104272576.17,4176234.36,0.0400511286226525
Columbus,IN,83746,20807,42.76712328767123,416662,0.04993735929842414,248.45365748811884,24351861.47,3155305.07,0.12957141177429668
Columbus,OH,2168930,147569,49.5013698630137,3416461,0.04319352686888567,68.03769600678676,341949540.58,16859488.06,0.04930402313570495
Concord,NH,156241,17414,36.094339622641506,469042,0.03712673918327143,111.45601986674431,28637505.09,2860637.4,0.09989129259025127
Conway,AR,758380,24181,51.153424657534245,432654,0.05588992589921739,31.885070808829344,26953167.65,4203017.7,0.15593780124763926
Conway,SC,383372,14144,37.80988593155894,342246,0.04132699870853129,36.89366985591019,21518763.09,2191632.34,0.10184750539953083
Cookeville,TN,145621,30231,34.07780979827089,636976,0.04746018688302228,207.6005521181698,38422219.65,4113974.1999999997,0.10707278854463578
Corning,NY,92420,14705,38.249315068493154,193003,0.0761905255358725,159.11058212508115,11692084.01,2818347.11,0.24104745634649266
Corpus Christi,TX,446869,65731,47.64931506849315,1591562,0.04129967918309183,147.09232459624633,117647591.04,6496748.11,0.05522210911901388
Corsicana,TX,54775,4360,46.17032967032967,111262,0.03918678434685697,79.59835691465085,3371073.5,192595.15,0.05713169706919769
Corvallis,OR,97406,20204,25.37378640776699,434112,0.04654098481497862,207.42048744430528,40214342.02,3117417.22,0.07752003547514465
Crescent City,CA,26758,3436,29.898255813953487,56296,0.061034531760693476,128.41019508184468,2305301.93,377185.1,0.1636163554506719
Crestview,FL,300215,9948,38.83529411764706,217685,0.04569906056917105,33.136252352480724,10580547.15,1256940.62,0.11879731758484721
Dalton,GA,143684,18518,38.02508960573477,523674,0.03536169448931969,128.88004231508032,48616710.38,2272060.64,0.04673415009450502
Danville,VA,42099,24108,3.37465564738292,515430,0.04677259763692451,572.65018171453,27036040.29,2472995.56,0.09147033121247061
Daphne,AL,246577,4844,39.00355871886121,155109,0.031229651406430317,19.644979053196362,14530962.99,505836.99,0.03481097504329959
Davenport,IA,379876,34728,49.04931506849315,606001,0.05730683612733312,91.41930524697534,46798257.18,5333296.5,0.1139635708972357
Dayton,OH,813980,69390,49.99178082191781,1449088,0.047885290610370106,85.24779478611268,105440730.54,11319344.790000001,0.10735267796447875
Daytona Beach,FL,707455,30331,44.83835616438356,741198,0.04092158910304669,42.87339830801959,59154306.31,3825368.58,0.06466762639313249
